# RORC 2007 2 Handed - Entries: 44     Races Sailed: 12     Discard: 7 (None) - 44 boats - https://www.rorc.org/raceresults/2007/ms2hos.html
Position,Points,SailNo,Boat,BoatType,Owner,SailedBy,FinishTime,Elapsed,Handicap,Corrected,Comments
,,GBR1605R,Juneau,J 105,Mike West,,,,1.014,,
,,GBR9205R,Diablo-J,J 105,Nick Martin,,,,1.015,,
,,GBR7716R,Psipsina,HOD 35,John Loden,,,,1.012,,
,,GBR722R,Voador,J 105,Simon Curwen,2 Handed,,,1.016,,
,,GBR9401R,Java,J 105,Rob Dornton-Duff,2 Handed,,,1.02,,
,,GBR9563R,Sonic Boom,First 31.7,Simon Brady,,,,0.964,,
,,GBR4983R,Jos of Hamble,First 34.7,Clemency Williams,,,,0.994,,
,,FRA27937,Earendil,Grand Soleil 37,Pierre Caillault,2 Handed,,,1.025,,
,,CO651,Drumbeat,Contessa 32,Mark Himsworth,2 Handed,,,0.869,,
,,GBR5905R,Jambalaya,J 105,Andrew Bird,2 Handed,,,1.018,,
,,GBR8396,Mustigo II,Sigma 38,Stephen Scholefield,2 Handed,,,0.987,,
,,GBR5733R,Jacana,J 133,David Munro,2 Handed,,,1.108,,
,,GBR4218,Act of Defiance,Hustler SJ35,Paul Davies/William Collins,2 Handed,,,0.96,,
,,GBR7707T,Fay J,J 105,Paul Griffiths,2 Handed,,,1.019,,
,,GBR1257,King of Hearts,Swan 44,Andrew Wilkes,,,,1.036,,
,,GBR9570T,Jaguar of Burnham,J-109,Adrian Lower,,,,1.011,,
,,GBR7364T,Fixation,X 302,Michael & Jean Wilczynski,,,,0.936,,
,,FRA369,Night and Day,J 105,Pascal Loison,,,,1.015,,
,,GBR3936,British Beagle,Sigma 36,Marco Nannini,2 Handed,,,0.922,,
,,8720R,Jouvert,J 120,Jonathan Webb,,,,1.057,,
,,NED4616,Fandango,FF110,K A de Walle,,,,1.024,,
,,4343C,Outlandish,JOD 35,Graham Wilkinson,2 Handed,,,1.024,,
,,FRA27997,Groupe Partouche,JPK 960,Christophe Coatnoan,,,,1.004,,
,,GBR140L,Lickety Split,Grand Soleil 40,Mark Franklin,2 Handed,,,1.053,,
,,FRA21695,Jee-Raft,J 109,Jean-Eudes Renier/Patrick Baune,,,,1.031,,
,,GBR8809R,Zelda,J109,Michael Ewart-Smith,,,,1.03,,
,,NED7618,cAp,First 31.7,Maurits Homan,,,,0.967,,
,,GBR6652T,Equilibrium,Sweden Yachts C38,Graham Whitehouse,2 Handed,,,0.975,,
,,GBR6905R,Flawless J,J 105,James David Heald,,,,1.017,,
,,GBR4403,Chichester Psalm,Sigma 33,James Porter,,,,0.915,,
,,GBR5809R,Dasturi,J/109,Emma Wilton,,,,1.033,,
,,GBR1108L,Skipjack of Cowes,Ker 11.3,Paul Wood / M Wood / I Magee,2 handed,,,1.159,,
,,GBR4241,West End Girl,Oyster 34,Simon Keeble,2 handed,,,0.91,,
,,GBR5167T,Audacious,Jeanneau 35,Alex Whitworth,2 Handed,,,1.027,,
,,GBR7253T,Ilex of Upnor,X-332,Royal Engineer Yach Club,2 handed,,,0.995,,
,,GBR8221R,Ulula,J122,Nick Ogden,2 handed,,,1.092,,
,,GBR8581R,Jalfrezi,J 120,Gareth Thomas,2 Handed,,,1.084,,
,,NED7440,Roaring Again,Lutra 40,Richard Tolkien and Hans Plas,2 handed,,,1.331,,
,,FRA16383,Vert-Galant,Aphrodite 101,Yvon Nedonchelle,,,,0.919,,
,,GBR4343C,Outlandish,JOD 35,Graham Wilkinson,,,,1.024,,
,,GBR9029,Rainmaker,Lightwave 395,Julian Nichols,,,,1.025,,
,,GRE1,Mango,IMX 38,Ruud Kapteijn,,,,1.017,,
,,GBR8956T,Ninjod,JOD35 WB,Paul Brand,,,,1.032,,
,,GBR9503T,Jonpedou,J 109,Nigel Inwood,,,,1.034,,
