# 2011 RORC Mainseries IRC Overall - Myth of Malham Race (Fri 27 May 11) - 125 boats - https://www.rorc.org/raceresults/2011/ircoverall05.html
Position,Points,SailNo,Boat,BoatType,Owner,SailedBy,FinishTime,Elapsed,Handicap,Corrected,Comments
1,100,FRA37310,Foggy Dew,JPK 10.10,Noel Racine,,,1 - 08:59:45,1.008,1 - 09:15:35,
2,94,FRA28747,Ultreia!,JPK 9.60,Matthias Kracht,,,1 - 10:09:49,0.977,1 - 09:22:40,
3,90,GBR1702T,Scarlet Oyster,Oyster 48,Ross Applebey,,,1 - 07:20:34,1.072,1 - 09:35:58,
4,86,FRA27997,Night And Day,JPK 9.60,Pascal Loison,,,1 - 09:50:24,0.996,1 - 09:42:17,
5,83,GBR6889R,Keronimo,Ker 40,Jonathan Goring,,,1 - 04:17:44,1.196,1 - 09:50:29,
6,80,GBR4757R,Joopster,J/122,Neil Kipling,,,1 - 07:08:58,1.088,1 - 09:53:26,
7,78,GBR6905R,Flawless J,J/105,James Heald,,,1 - 09:25:33,1.016,1 - 09:57:38,
8,76,NED46,Tonnerre de Breskens 3,Ker 46,Piet Vroon,,,1 - 02:57:25,1.262,1 - 10:01:11,
9,74,GBR42N,La Réponse,First 40,Andrew McIrvine,,,1 - 07:45:43,1.085,1 - 10:27:42,
10,72,GBR236R,Erivale III,Ker 39,Michael Greville,,,1 - 06:53:56,1.117,1 - 10:30:51,
11,70,GBR8316,Rapscallion,Sigma 38,Peter Diamond,,,1 - 11:02:24,0.985,1 - 10:30:52,
12,68,GBR714R,Carpe Diem,First 40,Nigel Wakefield,Edward Broadway,,1 - 07:53:55,1.083,1 - 10:32:46,
13,66,GBR3851,Hephzibah,High Tension 36,David Lees,Mark Lees,,1 - 12:29:31,0.948,1 - 10:35:40,
14,65,GBR970R,Jua Kali,Grand Soleil 43,Dominic Hurndall,,,1 - 07:41:17,1.094,1 - 10:40:00,
15,64,GBR7835R,Solan Goose of Hamble,A 35,Peter Olden,,,1 - 09:36:11,1.032,1 - 10:40:42,
16,63,GBR111N,Arabella,J/111,Niall Dowling,Michael Boyd,,1 - 07:50:29,1.091,1 - 10:44:20,
17,62,GBR4365T,Enigma,MG 346,Ian Braham,,,1 - 12:35:11,0.951,1 - 10:47:37,
18,61,FRA9319,Geronimo 2,Gibsea 414 Plus,Alexandre Desprez,,,1 - 08:51:55,1.061,1 - 10:52:12,
19,60,GBR1509R,JIBE,J/109,Robin Taunt,,,1 - 10:25:56,1.014,1 - 10:54:51,RDG 20minutes
20,59,GBR993R,Astarte,First 34.7,Nick & Suzi Jones,Nicholas Jones,,1 - 11:22:55,0.988,1 - 10:57:27,
21,58.5,GBR7383R,Visit Malta Puma,Reflex 38,Sailing Logic Ltd,Tim Thubron,,1 - 08:59:22,1.070,1 - 11:17:55,
22,58,GBR722R,Voador,J/105,Nikki Curwen,,,1 - 10:53:32,1.012,1 - 11:18:39,
23,57.5,GBR8287,Persephone of London,Sigma 38,Nigel Goodhew,,,1 - 11:58:50,0.985,1 - 11:26:27,
24,57,GBR9793T,Cheeki Rafiki,First 40.7,Stormforce Coaching,Steve Hacking,,1 - 09:23:30,1.062,1 - 11:27:43,
25,56.5,GBR8537R,Jangada Too,J/109,Richard Palmer,,,1 - 10:54:40,1.016,1 - 11:28:11,
26,56,GBR6512N,Oz Privateer,Prima 38,"T Basset, I Magee & G Minter",Trevor Bassett,,1 - 09:13:37,1.070,1 - 11:33:10,
27,55.5,USA48000,Sjambok,Reichel Pugh 48,Jens Kuehne,,,1 - 03:49:28,1.279,1 - 11:35:15,
28,55,GBR626,Old Mother Gun,Humphreys 40,Philip Farrands,,,1 - 09:58:43,1.048,1 - 11:36:35,
29,54.5,GBR7716R,Psipsina,HOD 35,Paddy Cronin,,,1 - 11:24:14,1.010,1 - 11:45:29,
30,54,GBR8146,Vitesse,Sigma 38,Jon England,,,1 - 12:20:39,0.985,1 - 11:47:56,
31,53.5,GBR4241L,Brevity,Club Swan 42,Mark Devereux,,,1 - 06:34:39,1.171,1 - 11:48:23,
32,53,GBR7207T,Trustmarque Playing Around,First 40.7,Peter Robson,,,1 - 09:48:07,1.063,1 - 11:55:53,
33,52.5,GBR8407R,Encore,First 40.7,Steven Anderson,,,1 - 09:54:10,1.060,1 - 11:56:13,
34,52,GBR8410R,Premier Flair,Elan 410,Jim Macgregor,Geoff Johns,,1 - 09:38:05,1.071,1 - 12:01:22,
35,51.5,GBR9205R,Diablo-J,J/105,Nick Martin,,,1 - 11:44:40,1.008,1 - 12:01:49,
36,51,GBR8329,Zanzara,Sigma 38,Nick Gale,,,1 - 12:36:14,0.985,1 - 12:03:17,
37,50.5,GBR9885T,Profile Logic,First 40.7,Sailing Logic Ltd/Mark Norris,Simon Walker,,1 - 09:51:40,1.065,1 - 12:03:44,
38,50,GBR1264,Marinero,Swan 46,Kenneth Newman,,,1 - 10:29:12,1.046,1 - 12:04:23,
39,49.5,NED118,Winsome,S&S 41,Harry Heijst,,,1 - 12:25:25,0.991,1 - 12:05:45,
40,49,GBR1859L,Tarka II Of Hamble,First 40,Guy Prest,,,1 - 09:24:47,1.082,1 - 12:09:11,
41,48.5,GBR7991R,Jambalaya,J/109,Andrew Bird,,,1 - 11:47:20,1.011,1 - 12:10:57,
42,48,GBR8170R,Euphorix,First 40.7,Paul Dentskevich,,,1 - 10:06:29,1.061,1 - 12:11:19,
43,47.5,GBR86R,Maverick 3,X 41,Dominic Chappell,,,1 - 08:29:30,1.114,1 - 12:11:45,
44,47,GBR1206L,Elmarleen,Sigma 33c,Will Sayer,,,1 - 17:57:55,0.863,1 - 12:12:58,
45,46.5,FRA9834,Exile/Mirabaud,X 34,Nicolas de la Fourniere,,,1 - 12:26:52,0.994,1 - 12:13:45,
