# 2013 RORC Mainseries IRC Overall - Rolex Fastnet Race (Sun 11 Aug 13) - 294 boats - https://www.rorc.org/raceresults/2013/ircoverall11.html
Position,Points,SailNo,Boat,BoatType,Owner,SailedBy,FinishTime,Elapsed,Handicap,Corrected,Comments
1,100,FRA38895,Night And Day,JPK 10.10,Pascal Loison,2H,,3 - 18:29:57,1.009,3 - 19:18:49,
2,94,FRA37310,Foggy Dew,JPK 10.10,Noel Racine,,,3 - 19:06:14,1.006,3 - 19:39:02,
3,90,FRA9624,Rhapsodie V,J/120,Jean Jacques Godet,,,3 - 16:47:01,1.041,3 - 20:25:25,
4,86,FRA38485,Courrier Vintage,MC34 Patton,Sam Marsaudon and Géry Trentesaux,Géry Trentesaux,,3 - 16:02:48,1.053,3 - 20:42:47,
5,83,FRA34607,Chenapan,A 35,Gilles Caminade,,,3 - 17:49:20,1.033,3 - 20:47:11,
6,80,GBR39R,Magnum III,Ker 40,Andrew Pearce,,,3 - 06:04:35,1.192,3 - 21:04:01,
7,78,FRA37311,Gaia,JND 35,Bernard Moureau,Gerald Veniard,,3 - 15:54:25,1.064,3 - 21:31:59,
8,76,BEL1383,Wasabi,JPK 10.10,Vincent Willemart,,,3 - 21:05:48,1.005,3 - 21:33:44,
9,74,FRA37767,Swinhoe,JPK 10.10,Philippe Vicariot,,,3 - 21:21:17,1.004,3 - 21:43:41,
10,72,FRA34646,Lann Ael,JPK 110,Didier Gaudoux,,,3 - 17:44:27,1.045,3 - 21:46:45,
11,70,FRA36884,Alkaid III – Nautistock.com,JPK 10.10,Gerard Quenot,,,3 - 21:20:52,1.005,3 - 21:48:52,
12,68,FRA35439,Inis Mor,Ker 39,Laurent Gouy,,,3 - 11:33:58,1.123,3 - 21:50:41,
13,66,FRA34634,Prime Time,A 35,M Alperovitch & J Huillard,Marc Alperovitch,,3 - 18:49:05,1.034,3 - 21:54:21,
14,65,FRA36920,Dare Dare,Dufour 36,Christophe Bru,,,3 - 19:28:22,1.028,3 - 22:02:02,
15,64,GBR1702T,Scarlet Logic,Oyster 48,Ross Applebey/Sailing Logic,,,3 - 15:32:53,1.078,3 - 22:22:36,
16,63,FRA35421,Vitaris,A 40,Samuel Prietz,,,3 - 14:38:00,1.091,3 - 22:31:01,
17,62,GBR3700L,Fatjax,X 37,Iain Kirkpatrick,,,3 - 18:57:33,1.040,3 - 22:35:51,
18,61,IRL7386,Discover Ireland,Reflex 38,Martin Breen,Aodhan Fitzgerald,,3 - 17:12:51,1.062,3 - 22:44:44,
19,60,BEL4701,Moana,First 47.7,François Goubau,Mathieu Goubau,,3 - 13:27:19,1.109,3 - 22:46:12,
20,59,GBR2091R,Je Vante,J/109,Todd Wells,,,3 - 21:36:05,1.014,3 - 22:54:43,
