# 2019 RORC Mainseries IRC Overall - Rolex Fastnet Race (Sat 3 Aug 19) - 333 boats - https://www.rorc.org/raceresults/2019/ircoverall12.html
Position,Points,SailNo,Boat,BoatType,Owner,SailedBy,FinishTime,Elapsed,Handicap,Corrected,Comments
1,100,USA70000,Wizard,Volvo 70,Peter & David Askew,Richard Clarke,5 Aug - 11:37:07,1 - 21:37:07,1.627,3 - 02:13:17,
2,94,FRA45001,Bretagne Telecom,Mach 45,Nicolas Groleau,,5 Aug - 21:49:32,2 - 07:49:32,1.343,3 - 02:58:25,
3,90,GBR520X,Tala,Botin Irc 52,David Collins,,5 Aug - 19:38:02,2 - 05:38:02,1.413,3 - 03:47:05,
4,86,GER52,Outsider,TP 52 J/V,Tilmar Hansen,Bo Teichmann,5 Aug - 20:22:08,2 - 06:22:08,1.407,3 - 04:29:49,
5,83,FRA53037,Courrier Recommandé,JPK 11.80,Trentesaux Gery,,6 Aug - 11:23:50,2 - 21:53:50,1.097,3 - 04:40:38,
6,80,FRA53128,Léon,JPK 10.30,Jean Pierre Kelbert,Jean Pierre Kelbert / Alexis Loison,6 Aug - 16:36:02,3 - 03:21:02,1.024,3 - 05:09:32,
7,78,FRA43857,L'Ange De Milon,Milon 41,Jacques Pelletier,,6 Aug - 11:12:40,2 - 21:27:40,1.113,3 - 05:18:37,
8,76,USA50009,Privateer,Cookson 50,Ron O'Hanley,Scott Innes-Jones,5 Aug - 22:03:33,2 - 08:03:33,1.386,3 - 05:41:53,
9,74,FRA346,Lann Ael 2,Jnd 39,Didier Gaudoux,,6 Aug - 11:09:29,2 - 21:24:29,1.121,3 - 05:48:23,
10,72,GBR7236R,Sorcha,Maxi 72,Peter Harrison,Steve Hayles,5 Aug - 14:12:30,2 - 00:12:30,1.614,3 - 05:48:30,
11,70,FRA8668,Teasing Machine,NMYD 54,Eric De Turckheim,,6 Aug - 00:39:22,2 - 10:39:22,1.335,3 - 06:18:21,
