# RORC 2007 Overall - Entries: 447     Races Sailed: 12 (None) - 447 boats - https://www.rorc.org/raceresults/2007/msovos.html
Position,Points,SailNo,Boat,BoatType,Owner,SailedBy,FinishTime,Elapsed,Handicap,Corrected,Comments
,,GBR1293R,JB 3,J 133,Charles Ivill,,,,1.113,,
,,FRA122,Pen Azen,J 122,Philippe Delaporte,,,,1.092,,
,,FRA27909,Courrier Du Coeur,First 44.7,Gery Trentesaux,,,,1.106,,
,,FRA28711,Foggy Dew,JPK 9.60,Noel Racine,,,,0.997,,
,,NED56,Formidable 3,Lutra 56,Piet Vroon,,,,1.367,,
,,GBR9205R,Diablo-J,J 105,Nick Martin,2 Handed,,,1.015,,
,,GBR815,Longue Pierre,Dehler 38,David Cooper/Paul England,,,,0.981,,
,,GBR7383R,Puma Logic,Reflex 38,Sailing Logic,Phillipe Falle,,,1.069,,
,,GBR8287,Persephone of London,Sigma 38,Nigel Goodhew,,,,0.987,,
,,GBR236R,Erivale III,Ker 39,Mike Greville,,,,1.12,,
,,FRA21695,Jee-Raft,J 109,Jean-Eudes Renier/Patrick Baune,,,,1.031,,
,,GBR1605R,Juneau,J 105,Mike West,2 Handed,,,1.014,,
,,GBR4601L,Fair Do's VII,Ker 46,John Shepherd,,,,1.183,,
,,GBR1090L,Aria,J 109,Luca Rubinelli,,,,1.033,,
,,GBR7207T,Manhattan Furniture,First 40.7,Peter Robson,,,,1.061,,
,,GBR704R,TFS Philosophie IV,First 40.7,Nicolas Gaumont-Prat,,,,1.065,,
,,GBR8408,Festina Lente,Sigma 38,The Meakins family,,,,0.987,,
,,GBR7382R,Jaguar Logic,Reflex 38,Sailing Logic,Andy Greenwood,,,1.069,,
,,GBR9742T,Jeba,First 40.7,John Nicholas,,,,1.07,,
,,GBR7400R,Hooligan VI,Farr 40,Edward Broadway,,,,1.173,,
,,GBR7716R,Psipsina,HOD 35,John Loden,2 Handed,,,1.012,,
,,GBR1221T,Nightlife,Sigma 41,Tom & Karen Sperrey,,,,0.967,,
,,GBR7403T,Meta Baron,IMX 40,Sean Hurst/Patrick Fitzgibbon,,,,1.081,,
,,FRA6770,Iromiguy,Nicholson 33,Jean-Yves Chateau,,,,0.914,,
,,GBR5615T,No Fear,Sigma 38,Robert Stanton,,,,0.987,,
,,FRA9655,Exile Too,X 35,Nicolas De La Fourniere,,,,1.05,,
,,GBR9402R,Azure,Dubois IRC 40,Mark Wynne-Smith / Robert Blackwell,,,,1.168,,
,,GBR1660R,Bongani,Pronavia 38,Sailing Logic,Tim Thubron,,,1.038,,
,,GBR560,Simply the Best,Grand Soleil 43,Philip Wood,,,,1.099,,
,,FRA9545,Codiam ENSPjuni,IMX 45,Nicoleau,,,,1.15,,
,,GBR4906R,Yani,Marten 49,Bob Swann,,,,1.253,,
,,GBR4983R,Jos of Hamble,First 34.7,Clemency Williams,2 Handed,,,0.994,,
,,GBR60R,Jeronimo,J 133,Jonathan Goring,,,,1.13,,
,,GBR6895T,Xcitable,X-362-Sport,Peter Hodgkinson,,,,1.027,,
,,GBR735R,Comedy of Errors,HOD 35,Alan Wardrop,,,,1.038,,
,,GBR9388R,Lion,Reflex 38,Sailing Logic,Nigel Tuttle,,,1.067,,
,,GBR4070L,Incognito,First 40.7,Paul McNamara & Tony Lowe,,,,1.062,,
